marka,model,raw_real_count,train_real_count,unique_year_count,min_year,max_year,min_km,median_km,max_km,min_price,median_price,max_price,price_cv,price_age_corr,current_hp_support,current_hp_source,current_hp_method,source_distribution,arabam_count,kaggle_count,in_ui_catalog,synthetic_candidate,priority,recommended_synthetic_count,reason,synthetic_safe,safety_reason,interpolation_year_range,interpolation_km_range,interpolation_price_range
Apachi,PA-041C,1,1,1,2026.0,2026.0,0.0,0.0,0.0,159500.0,159500.0,159500.0,0.0,,1,brand_model,median,arabam=1,1,0,True,True,CRITICAL,1,"1 gercek egitim kaydi (ham: 1). hierarchical_price destegi dusuk (n=1); model yili cesitliligi cok dusuk (1 farkli yil); UI kataloginda secilebilir (kullanici gercekten bu araci secebilir). azaltici: dusuk fiyat etkisi (medyan 159,500 <= p25 esigi 320,000).",False,"n<2: aralik/varyans tanimlanamaz, interpolasyon icin yeterli nokta yok; tek model yili: yil ekseninde interpolasyon bolgesi yok; guvenli olmadigi icin onerilen sayi yariya indirildi (asil oneri 2 idi)",2026-2026,0-0,"159,500-159,500"
Arora,Casper,1,1,1,2025.0,2025.0,6000.0,6000.0,6000.0,24000.0,24000.0,24000.0,0.0,,1,brand_model,median,arabam=1,1,0,True,True,CRITICAL,1,"1 gercek egitim kaydi (ham: 1). hierarchical_price destegi dusuk (n=1); model yili cesitliligi cok dusuk (1 farkli yil); UI kataloginda secilebilir (kullanici gercekten bu araci secebilir). azaltici: dusuk fiyat etkisi (medyan 24,000 <= p25 esigi 320,000).",False,"n<2: aralik/varyans tanimlanamaz, interpolasyon icin yeterli nokta yok; tek model yili: yil ekseninde interpolasyon bolgesi yok; guvenli olmadigi icin onerilen sayi yariya indirildi (asil oneri 2 idi)",2025-2025,"6,000-6,000","24,000-24,000"
Arora,TDR41Z Rüzgar,1,1,1,2025.0,2025.0,0.0,0.0,0.0,84300.0,84300.0,84300.0,0.0,,1,brand_model,median,arabam=1,1,0,True,True,CRITICAL,1,"1 gercek egitim kaydi (ham: 1). hierarchical_price destegi dusuk (n=1); model yili cesitliligi cok dusuk (1 farkli yil); UI kataloginda secilebilir (kullanici gercekten bu araci secebilir). azaltici: dusuk fiyat etkisi (medyan 84,300 <= p25 esigi 320,000).",False,"n<2: aralik/varyans tanimlanamaz, interpolasyon icin yeterli nokta yok; tek model yili: yil ekseninde interpolasyon bolgesi yok; guvenli olmadigi icin onerilen sayi yariya indirildi (asil oneri 2 idi)",2025-2025,0-0,"84,300-84,300"
Aston Martin,DB7,1,1,1,2000.0,2000.0,46000.0,46000.0,46000.0,5500000.0,5500000.0,5500000.0,0.0,,1,brand_model,median,kaggle=1,0,1,True,True,CRITICAL,1,"1 gercek egitim kaydi (ham: 1). premium fiyat segmenti (medyan 5,500,000 >= p90 esigi 3,375,000); hierarchical_price destegi dusuk (n=1); model yili cesitliligi cok dusuk (1 farkli yil); UI kataloginda secilebilir (kullanici gercekten bu araci secebilir). azaltici: cok eski model (max_year=2000), piyasada nadir - dusuk oncelik.",False,"n<2: aralik/varyans tanimlanamaz, interpolasyon icin yeterli nokta yok; tek model yili: yil ekseninde interpolasyon bolgesi yok; guvenli olmadigi icin onerilen sayi yariya indirildi (asil oneri 2 idi)",2000-2000,"46,000-46,000","5,500,000-5,500,000"
Aston Martin,DB9,1,1,1,2012.0,2012.0,29000.0,29000.0,29000.0,7990000.0,7990000.0,7990000.0,0.0,,1,brand_model,median,kaggle=1,0,1,True,True,CRITICAL,3,"1 gercek egitim kaydi (ham: 1). premium fiyat segmenti (medyan 7,990,000 >= p90 esigi 3,375,000); hierarchical_price destegi dusuk (n=1); model yili cesitliligi cok dusuk (1 farkli yil); UI kataloginda secilebilir (kullanici gercekten bu araci secebilir).",False,"n<2: aralik/varyans tanimlanamaz, interpolasyon icin yeterli nokta yok; tek model yili: yil ekseninde interpolasyon bolgesi yok; guvenli olmadigi icin onerilen sayi yariya indirildi (asil oneri 6 idi)",2012-2012,"29,000-29,000","7,990,000-7,990,000"
Aston Martin,Vanquish,1,1,1,2016.0,2016.0,74000.0,74000.0,74000.0,12900000.0,12900000.0,12900000.0,0.0,,1,brand_model,median,kaggle=1,0,1,True,True,CRITICAL,3,"1 gercek egitim kaydi (ham: 1). premium fiyat segmenti (medyan 12,900,000 >= p90 esigi 3,375,000); hierarchical_price destegi dusuk (n=1); model yili cesitliligi cok dusuk (1 farkli yil); UI kataloginda secilebilir (kullanici gercekten bu araci secebilir).",False,"n<2: aralik/varyans tanimlanamaz, interpolasyon icin yeterli nokta yok; tek model yili: yil ekseninde interpolasyon bolgesi yok; guvenli olmadigi icin onerilen sayi yariya indirildi (asil oneri 6 idi)",2016-2016,"74,000-74,000","12,900,000-12,900,000"
Aston Martin,Virage,1,1,1,2012.0,2012.0,81176.0,81176.0,81176.0,9900000.0,9900000.0,9900000.0,0.0,,1,brand_model,median,kaggle=1,0,1,True,True,CRITICAL,3,"1 gercek egitim kaydi (ham: 1). premium fiyat segmenti (medyan 9,900,000 >= p90 esigi 3,375,000); hierarchical_price destegi dusuk (n=1); model yili cesitliligi cok dusuk (1 farkli yil); UI kataloginda secilebilir (kullanici gercekten bu araci secebilir).",False,"n<2: aralik/varyans tanimlanamaz, interpolasyon icin yeterli nokta yok; tek model yili: yil ekseninde interpolasyon bolgesi yok; guvenli olmadigi icin onerilen sayi yariya indirildi (asil oneri 6 idi)",2012-2012,"81,176-81,176","9,900,000-9,900,000"
Audi,A2,1,1,1,2005.0,2005.0,116000.0,116000.0,116000.0,670000.0,670000.0,670000.0,0.0,,1,brand_model,median,arabam=1,1,0,True,True,CRITICAL,1,"1 gercek egitim kaydi (ham: 1). hierarchical_price destegi dusuk (n=1); model yili cesitliligi cok dusuk (1 farkli yil); UI kataloginda secilebilir (kullanici gercekten bu araci secebilir). azaltici: cok eski model (max_year=2005), piyasada nadir - dusuk oncelik.",False,"n<2: aralik/varyans tanimlanamaz, interpolasyon icin yeterli nokta yok; tek model yili: yil ekseninde interpolasyon bolgesi yok; guvenli olmadigi icin onerilen sayi yariya indirildi (asil oneri 2 idi)",2005-2005,"116,000-116,000","670,000-670,000"
Audi,R8,2,1,1,2008.0,2008.0,112550.0,112550.0,112550.0,5490000.0,5490000.0,5490000.0,0.0,,1,brand_model,median,kaggle=2,0,2,True,True,CRITICAL,1,"1 gercek egitim kaydi (ham: 2). premium fiyat segmenti (medyan 5,490,000 >= p90 esigi 3,375,000); hierarchical_price destegi dusuk (n=1); model yili cesitliligi cok dusuk (1 farkli yil); UI kataloginda secilebilir (kullanici gercekten bu araci secebilir). azaltici: cok eski model (max_year=2008), piyasada nadir - dusuk oncelik.",False,"n<2: aralik/varyans tanimlanamaz, interpolasyon icin yeterli nokta yok; tek model yili: yil ekseninde interpolasyon bolgesi yok; guvenli olmadigi icin onerilen sayi yariya indirildi (asil oneri 2 idi)",2008-2008,"112,550-112,550","5,490,000-5,490,000"
Bentley,Bentayga,1,1,1,2017.0,2017.0,61000.0,61000.0,61000.0,17250000.0,17250000.0,17250000.0,0.0,,1,brand_model,median,arabam=1,1,0,True,True,CRITICAL,3,"1 gercek egitim kaydi (ham: 1). premium fiyat segmenti (medyan 17,250,000 >= p90 esigi 3,375,000); hierarchical_price destegi dusuk (n=1); model yili cesitliligi cok dusuk (1 farkli yil); UI kataloginda secilebilir (kullanici gercekten bu araci secebilir).",False,"n<2: aralik/varyans tanimlanamaz, interpolasyon icin yeterli nokta yok; tek model yili: yil ekseninde interpolasyon bolgesi yok; guvenli olmadigi icin onerilen sayi yariya indirildi (asil oneri 6 idi)",2017-2017,"61,000-61,000","17,250,000-17,250,000"
Bentley,Mulsanne,1,1,1,2011.0,2011.0,175365.0,175365.0,175365.0,22500000.0,22500000.0,22500000.0,0.0,,1,brand_model,median,arabam=1,1,0,True,True,CRITICAL,3,"1 gercek egitim kaydi (ham: 1). premium fiyat segmenti (medyan 22,500,000 >= p90 esigi 3,375,000); hierarchical_price destegi dusuk (n=1); model yili cesitliligi cok dusuk (1 farkli yil); UI kataloginda secilebilir (kullanici gercekten bu araci secebilir).",False,"n<2: aralik/varyans tanimlanamaz, interpolasyon icin yeterli nokta yok; tek model yili: yil ekseninde interpolasyon bolgesi yok; guvenli olmadigi icin onerilen sayi yariya indirildi (asil oneri 6 idi)",2011-2011,"175,365-175,365","22,500,000-22,500,000"
CSN Motor,Fayton,1,1,1,2025.0,2025.0,0.0,0.0,0.0,58999.0,58999.0,58999.0,0.0,,1,brand_model,median,arabam=1,1,0,True,True,CRITICAL,1,"1 gercek egitim kaydi (ham: 1). hierarchical_price destegi dusuk (n=1); model yili cesitliligi cok dusuk (1 farkli yil); UI kataloginda secilebilir (kullanici gercekten bu araci secebilir). azaltici: dusuk fiyat etkisi (medyan 58,999 <= p25 esigi 320,000).",False,"n<2: aralik/varyans tanimlanamaz, interpolasyon icin yeterli nokta yok; tek model yili: yil ekseninde interpolasyon bolgesi yok; guvenli olmadigi icin onerilen sayi yariya indirildi (asil oneri 2 idi)",2025-2025,0-0,"58,999-58,999"
Cadillac,CTS,1,1,1,2007.0,2007.0,143000.0,143000.0,143000.0,1325000.0,1325000.0,1325000.0,0.0,,1,brand_model,median,arabam=1,1,0,True,True,CRITICAL,1,"1 gercek egitim kaydi (ham: 1). hierarchical_price destegi dusuk (n=1); model yili cesitliligi cok dusuk (1 farkli yil); UI kataloginda secilebilir (kullanici gercekten bu araci secebilir). azaltici: cok eski model (max_year=2007), piyasada nadir - dusuk oncelik.",False,"n<2: aralik/varyans tanimlanamaz, interpolasyon icin yeterli nokta yok; tek model yili: yil ekseninde interpolasyon bolgesi yok; guvenli olmadigi icin onerilen sayi yariya indirildi (asil oneri 2 idi)",2007-2007,"143,000-143,000","1,325,000-1,325,000"
Cadillac,Eldorado,1,1,1,1993.0,1993.0,110500.0,110500.0,110500.0,2575000.0,2575000.0,2575000.0,0.0,,1,brand_model,median,kaggle=1,0,1,True,True,CRITICAL,1,"1 gercek egitim kaydi (ham: 1). hierarchical_price destegi dusuk (n=1); model yili cesitliligi cok dusuk (1 farkli yil); UI kataloginda secilebilir (kullanici gercekten bu araci secebilir). azaltici: cok eski model (max_year=1993), piyasada nadir - dusuk oncelik.",False,"n<2: aralik/varyans tanimlanamaz, interpolasyon icin yeterli nokta yok; tek model yili: yil ekseninde interpolasyon bolgesi yok; guvenli olmadigi icin onerilen sayi yariya indirildi (asil oneri 2 idi)",1993-1993,"110,500-110,500","2,575,000-2,575,000"
Cadillac,Fleetwood,1,1,1,1993.0,1993.0,163000.0,163000.0,163000.0,1450000.0,1450000.0,1450000.0,0.0,,1,brand_model,median,kaggle=1,0,1,True,True,CRITICAL,1,"1 gercek egitim kaydi (ham: 1). hierarchical_price destegi dusuk (n=1); model yili cesitliligi cok dusuk (1 farkli yil); UI kataloginda secilebilir (kullanici gercekten bu araci secebilir). azaltici: cok eski model (max_year=1993), piyasada nadir - dusuk oncelik.",False,"n<2: aralik/varyans tanimlanamaz, interpolasyon icin yeterli nokta yok; tek model yili: yil ekseninde interpolasyon bolgesi yok; guvenli olmadigi icin onerilen sayi yariya indirildi (asil oneri 2 idi)",1993-1993,"163,000-163,000","1,450,000-1,450,000"
Chevrolet,Avalanche,1,1,1,2004.0,2004.0,159000.0,159000.0,159000.0,2150000.0,2150000.0,2150000.0,0.0,,1,brand_model,median,arabam=1,1,0,True,True,CRITICAL,1,"1 gercek egitim kaydi (ham: 1). hierarchical_price destegi dusuk (n=1); model yili cesitliligi cok dusuk (1 farkli yil); UI kataloginda secilebilir (kullanici gercekten bu araci secebilir). azaltici: cok eski model (max_year=2004), piyasada nadir - dusuk oncelik.",False,"n<2: aralik/varyans tanimlanamaz, interpolasyon icin yeterli nokta yok; tek model yili: yil ekseninde interpolasyon bolgesi yok; guvenli olmadigi icin onerilen sayi yariya indirildi (asil oneri 2 idi)",2004-2004,"159,000-159,000","2,150,000-2,150,000"
Chevrolet,Caprice,2,1,1,1951.0,1951.0,500000.0,500000.0,500000.0,500000.0,500000.0,500000.0,0.0,,1,brand_model,median,"arabam=1, kaggle=1",1,1,True,True,CRITICAL,1,"1 gercek egitim kaydi (ham: 2). hierarchical_price destegi dusuk (n=1); model yili cesitliligi cok dusuk (1 farkli yil); UI kataloginda secilebilir (kullanici gercekten bu araci secebilir). azaltici: cok eski model (max_year=1951), piyasada nadir - dusuk oncelik.",False,"n<2: aralik/varyans tanimlanamaz, interpolasyon icin yeterli nokta yok; tek model yili: yil ekseninde interpolasyon bolgesi yok; guvenli olmadigi icin onerilen sayi yariya indirildi (asil oneri 2 idi)",1951-1951,"500,000-500,000","500,000-500,000"
Chevrolet,Impala,1,1,1,1996.0,1996.0,232000.0,232000.0,232000.0,2850000.0,2850000.0,2850000.0,0.0,,1,brand_model,median,arabam=1,1,0,True,True,CRITICAL,1,"1 gercek egitim kaydi (ham: 1). hierarchical_price destegi dusuk (n=1); model yili cesitliligi cok dusuk (1 farkli yil); UI kataloginda secilebilir (kullanici gercekten bu araci secebilir). azaltici: cok eski model (max_year=1996), piyasada nadir - dusuk oncelik.",False,"n<2: aralik/varyans tanimlanamaz, interpolasyon icin yeterli nokta yok; tek model yili: yil ekseninde interpolasyon bolgesi yok; guvenli olmadigi icin onerilen sayi yariya indirildi (asil oneri 2 idi)",1996-1996,"232,000-232,000","2,850,000-2,850,000"
Chevrolet,Lumina,1,1,1,1990.0,1990.0,150000.0,150000.0,150000.0,675000.0,675000.0,675000.0,0.0,,1,brand_model,median,kaggle=1,0,1,True,True,CRITICAL,1,"1 gercek egitim kaydi (ham: 1). hierarchical_price destegi dusuk (n=1); model yili cesitliligi cok dusuk (1 farkli yil); UI kataloginda secilebilir (kullanici gercekten bu araci secebilir). azaltici: cok eski model (max_year=1990), piyasada nadir - dusuk oncelik.",False,"n<2: aralik/varyans tanimlanamaz, interpolasyon icin yeterli nokta yok; tek model yili: yil ekseninde interpolasyon bolgesi yok; guvenli olmadigi icin onerilen sayi yariya indirildi (asil oneri 2 idi)",1990-1990,"150,000-150,000","675,000-675,000"
Chrysler,Le Baron,1,1,1,1993.0,1993.0,245000.0,245000.0,245000.0,525000.0,525000.0,525000.0,0.0,,1,brand_model,median,kaggle=1,0,1,True,True,CRITICAL,1,"1 gercek egitim kaydi (ham: 1). hierarchical_price destegi dusuk (n=1); model yili cesitliligi cok dusuk (1 farkli yil); UI kataloginda secilebilir (kullanici gercekten bu araci secebilir). azaltici: cok eski model (max_year=1993), piyasada nadir - dusuk oncelik.",False,"n<2: aralik/varyans tanimlanamaz, interpolasyon icin yeterli nokta yok; tek model yili: yil ekseninde interpolasyon bolgesi yok; guvenli olmadigi icin onerilen sayi yariya indirildi (asil oneri 2 idi)",1993-1993,"245,000-245,000","525,000-525,000"
Citroen,BX,1,1,1,1990.0,1990.0,64000.0,64000.0,64000.0,265000.0,265000.0,265000.0,0.0,,1,brand_model,median,arabam=1,1,0,True,True,CRITICAL,1,"1 gercek egitim kaydi (ham: 1). hierarchical_price destegi dusuk (n=1); model yili cesitliligi cok dusuk (1 farkli yil); UI kataloginda secilebilir (kullanici gercekten bu araci secebilir). azaltici: cok eski model (max_year=1990), piyasada nadir - dusuk oncelik; dusuk fiyat etkisi (medyan 265,000 <= p25 esigi 320,000).",False,"n<2: aralik/varyans tanimlanamaz, interpolasyon icin yeterli nokta yok; tek model yili: yil ekseninde interpolasyon bolgesi yok; guvenli olmadigi icin onerilen sayi yariya indirildi (asil oneri 2 idi)",1990-1990,"64,000-64,000","265,000-265,000"
Citroen,C15,1,1,1,1998.0,1998.0,487000.0,487000.0,487000.0,180000.0,180000.0,180000.0,0.0,,1,brand_model,median,arabam=1,1,0,True,True,CRITICAL,1,"1 gercek egitim kaydi (ham: 1). hierarchical_price destegi dusuk (n=1); model yili cesitliligi cok dusuk (1 farkli yil); UI kataloginda secilebilir (kullanici gercekten bu araci secebilir). azaltici: cok eski model (max_year=1998), piyasada nadir - dusuk oncelik; dusuk fiyat etkisi (medyan 180,000 <= p25 esigi 320,000).",False,"n<2: aralik/varyans tanimlanamaz, interpolasyon icin yeterli nokta yok; tek model yili: yil ekseninde interpolasyon bolgesi yok; guvenli olmadigi icin onerilen sayi yariya indirildi (asil oneri 2 idi)",1998-1998,"487,000-487,000","180,000-180,000"
Citroen,C6,1,1,1,2006.0,2006.0,331000.0,331000.0,331000.0,850000.0,850000.0,850000.0,0.0,,1,brand_model,median,arabam=1,1,0,True,True,CRITICAL,1,"1 gercek egitim kaydi (ham: 1). hierarchical_price destegi dusuk (n=1); model yili cesitliligi cok dusuk (1 farkli yil); UI kataloginda secilebilir (kullanici gercekten bu araci secebilir). azaltici: cok eski model (max_year=2006), piyasada nadir - dusuk oncelik.",False,"n<2: aralik/varyans tanimlanamaz, interpolasyon icin yeterli nokta yok; tek model yili: yil ekseninde interpolasyon bolgesi yok; guvenli olmadigi icin onerilen sayi yariya indirildi (asil oneri 2 idi)",2006-2006,"331,000-331,000","850,000-850,000"
CityCoco,City,1,1,1,2023.0,2023.0,6001.0,6001.0,6001.0,75000.0,75000.0,75000.0,0.0,,1,brand_model,median,arabam=1,1,0,True,True,CRITICAL,1,"1 gercek egitim kaydi (ham: 1). hierarchical_price destegi dusuk (n=1); model yili cesitliligi cok dusuk (1 farkli yil); UI kataloginda secilebilir (kullanici gercekten bu araci secebilir). azaltici: dusuk fiyat etkisi (medyan 75,000 <= p25 esigi 320,000).",False,"n<2: aralik/varyans tanimlanamaz, interpolasyon icin yeterli nokta yok; tek model yili: yil ekseninde interpolasyon bolgesi yok; guvenli olmadigi icin onerilen sayi yariya indirildi (asil oneri 2 idi)",2023-2023,"6,001-6,001","75,000-75,000"
Dacia,1310,1,1,1,2001.0,2001.0,998674.0,998674.0,998674.0,159000.0,159000.0,159000.0,0.0,,1,brand_model,median,kaggle=1,0,1,True,True,CRITICAL,1,"1 gercek egitim kaydi (ham: 1). hierarchical_price destegi dusuk (n=1); model yili cesitliligi cok dusuk (1 farkli yil); UI kataloginda secilebilir (kullanici gercekten bu araci secebilir). azaltici: cok eski model (max_year=2001), piyasada nadir - dusuk oncelik; dusuk fiyat etkisi (medyan 159,000 <= p25 esigi 320,000).",False,"n<2: aralik/varyans tanimlanamaz, interpolasyon icin yeterli nokta yok; tek model yili: yil ekseninde interpolasyon bolgesi yok; guvenli olmadigi icin onerilen sayi yariya indirildi (asil oneri 2 idi)",2001-2001,"998,674-998,674","159,000-159,000"
Dacia,Logan Pickup,1,1,1,2012.0,2012.0,360000.0,360000.0,360000.0,330000.0,330000.0,330000.0,0.0,,1,brand_model,median,arabam=1,1,0,True,True,CRITICAL,3,1 gercek egitim kaydi (ham: 1). hierarchical_price destegi dusuk (n=1); model yili cesitliligi cok dusuk (1 farkli yil); UI kataloginda secilebilir (kullanici gercekten bu araci secebilir).,False,"n<2: aralik/varyans tanimlanamaz, interpolasyon icin yeterli nokta yok; tek model yili: yil ekseninde interpolasyon bolgesi yok; guvenli olmadigi icin onerilen sayi yariya indirildi (asil oneri 6 idi)",2012-2012,"360,000-360,000","330,000-330,000"
Daihatsu,Copen,3,1,1,2007.0,2007.0,130000.0,130000.0,130000.0,699000.0,699000.0,699000.0,0.0,,1,brand_model,median,arabam=3,3,0,True,True,CRITICAL,1,"1 gercek egitim kaydi (ham: 3). hierarchical_price destegi dusuk (n=1); model yili cesitliligi cok dusuk (1 farkli yil); UI kataloginda secilebilir (kullanici gercekten bu araci secebilir). azaltici: cok eski model (max_year=2007), piyasada nadir - dusuk oncelik.",False,"n<2: aralik/varyans tanimlanamaz, interpolasyon icin yeterli nokta yok; tek model yili: yil ekseninde interpolasyon bolgesi yok; guvenli olmadigi icin onerilen sayi yariya indirildi (asil oneri 2 idi)",2007-2007,"130,000-130,000","699,000-699,000"
Dodge,Charger,1,1,1,2022.0,2022.0,6100.0,6100.0,6100.0,6950000.0,6950000.0,6950000.0,0.0,,1,brand_model,median,kaggle=1,0,1,True,True,CRITICAL,3,"1 gercek egitim kaydi (ham: 1). premium fiyat segmenti (medyan 6,950,000 >= p90 esigi 3,375,000); hierarchical_price destegi dusuk (n=1); model yili cesitliligi cok dusuk (1 farkli yil); UI kataloginda secilebilir (kullanici gercekten bu araci secebilir).",False,"n<2: aralik/varyans tanimlanamaz, interpolasyon icin yeterli nokta yok; tek model yili: yil ekseninde interpolasyon bolgesi yok; guvenli olmadigi icin onerilen sayi yariya indirildi (asil oneri 6 idi)",2022-2022,"6,100-6,100","6,950,000-6,950,000"
Dodge,Spirit,1,1,1,1992.0,1992.0,212000.0,212000.0,212000.0,700000.0,700000.0,700000.0,0.0,,1,brand_model,median,kaggle=1,0,1,True,True,CRITICAL,1,"1 gercek egitim kaydi (ham: 1). hierarchical_price destegi dusuk (n=1); model yili cesitliligi cok dusuk (1 farkli yil); UI kataloginda secilebilir (kullanici gercekten bu araci secebilir). azaltici: cok eski model (max_year=1992), piyasada nadir - dusuk oncelik.",False,"n<2: aralik/varyans tanimlanamaz, interpolasyon icin yeterli nokta yok; tek model yili: yil ekseninde interpolasyon bolgesi yok; guvenli olmadigi icin onerilen sayi yariya indirildi (asil oneri 2 idi)",1992-1992,"212,000-212,000","700,000-700,000"
